nb_episodes,epsilon_rate,epsilon_min,epsilon_max,learning_rate,reward_discount_rate,decay_rate,avg_rewards,avg_steps
60000,1.0,0.01,1.0,0.6,0.786,0.05,6.81,14.19
60000,1.0,0.01,1.0,0.6,0.786,0.07,7.02,13.98
60000,1.0,0.01,1.0,0.6,0.786,0.1,6.85,14.15
60000,1.0,0.01,1.0,0.6,0.618,0.01,7.16,22.11
60000,1.0,0.01,1.0,0.6,0.618,0.03,7.14,19.24
60000,1.0,0.01,1.0,0.6,0.618,0.05,6.86,15.8
60000,1.0,0.01,1.0,0.6,0.618,0.07,6.79,14.73
60000,1.0,0.01,1.0,0.6,0.618,0.1,6.91,14.09
60000,1.0,0.01,1.0,0.6,0.5,0.01,6.88,36.86
60000,1.0,0.01,1.0,0.6,0.5,0.03,7.39,36.68
60000,1.0,0.01,1.0,0.6,0.5,0.05,7.08,29.97
60000,1.0,0.01,1.0,0.6,0.5,0.07,7.26,27.47
60000,1.0,0.01,1.0,0.6,0.5,0.1,7.36,24.74
60000,1.0,0.01,1.0,0.6,0.382,0.01,8.09,63.35
60000,1.0,0.01,1.0,0.6,0.382,0.03,7.93,55.85
60000,1.0,0.01,1.0,0.6,0.382,0.05,7.96,55.94
60000,1.0,0.01,1.0,0.6,0.382,0.07,7.9,51.96
60000,1.0,0.01,1.0,0.6,0.382,0.1,8.06,49.65
60000,1.0,0.01,1.0,0.6,0.2,0.01,7.81,72.49
60000,1.0,0.01,1.0,0.6,0.2,0.03,7.86,72.78
60000,1.0,0.01,1.0,0.6,0.2,0.05,7.47,71.98
60000,1.0,0.01,1.0,0.6,0.2,0.07,7.51,70.89
60000,1.0,0.01,1.0,0.6,0.2,0.1,7.1,63.11
60000,1.0,0.01,1.0,0.6,0.1,0.01,8.85,73.5
60000,1.0,0.01,1.0,0.6,0.1,0.03,8.84,73.31
60000,1.0,0.01,1.0,0.6,0.1,0.05,8.6,71.97
60000,1.0,0.01,1.0,0.6,0.1,0.07,8.61,72.51
60000,1.0,0.01,1.0,0.6,0.1,0.1,8.87,71.68
60000,1.0,0.01,1.0,0.7,0.9,0.01,6.76,14.24
60000,1.0,0.01,1.0,0.7,0.9,0.03,6.8,14.2
60000,1.0,0.01,1.0,0.7,0.9,0.05,6.81,14.19
60000,1.0,0.01,1.0,0.7,0.9,0.07,6.81,14.19
60000,1.0,0.01,1.0,0.7,0.9,0.1,6.78,14.22
60000,1.0,0.01,1.0,0.7,0.786,0.01,7.05,13.95
60000,1.0,0.01,1.0,0.7,0.786,0.03,7.05,13.95
60000,1.0,0.01,1.0,0.7,0.786,0.05,7.02,13.98
60000,1.0,0.01,1.0,0.7,0.786,0.07,6.82,14.18
60000,1.0,0.01,1.0,0.7,0.786,0.1,7.01,13.99
60000,1.0,0.01,1.0,0.7,0.618,0.01,6.68,16.32
60000,1.0,0.01,1.0,0.7,0.618,0.03,6.9,16.12
60000,1.0,0.01,1.0,0.7,0.618,0.05,6.87,15.22
60000,1.0,0.01,1.0,0.7,0.618,0.07,6.81,14.19
60000,1.0,0.01,1.0,0.7,0.618,0.1,7.01,13.99
60000,1.0,0.01,1.0,0.7,0.5,0.01,7.33,36.5
60000,1.0,0.01,1.0,0.7,0.5,0.03,7.21,28.81
60000,1.0,0.01,1.0,0.7,0.5,0.05,7.16,27.2
60000,1.0,0.01,1.0,0.7,0.5,0.07,7.2,25.28
60000,1.0,0.01,1.0,0.7,0.5,0.1,6.88,22.75
60000,1.0,0.01,1.0,0.7,0.382,0.01,7.11,48.2
60000,1.0,0.01,1.0,0.7,0.382,0.03,6.8,37.68
60000,1.0,0.01,1.0,0.7,0.382,0.05,7.26,35.17
60000,1.0,0.01,1.0,0.7,0.382,0.07,6.95,31.24
60000,1.0,0.01,1.0,0.7,0.382,0.1,6.92,24.66
60000,1.0,0.01,1.0,0.7,0.2,0.01,7.76,81.1
60000,1.0,0.01,1.0,0.7,0.2,0.03,7.56,77.96
60000,1.0,0.01,1.0,0.7,0.2,0.05,7.28,77.78
60000,1.0,0.01,1.0,0.7,0.2,0.07,7.24,77.16
60000,1.0,0.01,1.0,0.7,0.2,0.1,7.23,77.03
60000,1.0,0.01,1.0,0.7,0.1,0.01,11.29,92.91
60000,1.0,0.01,1.0,0.7,0.1,0.03,11.77,93.77
60000,1.0,0.01,1.0,0.7,0.1,0.05,11.63,93.49
60000,1.0,0.01,1.0,0.7,0.1,0.07,11.59,93.67
60000,1.0,0.01,1.0,0.7,0.1,0.1,11.72,93.55
60000,1.0,0.01,1.0,0.8,0.9,0.01,6.74,14.26
60000,1.0,0.01,1.0,0.8,0.9,0.03,6.99,14.01
60000,1.0,0.01,1.0,0.8,0.9,0.05,6.99,14.01
60000,1.0,0.01,1.0,0.8,0.9,0.07,6.97,14.03
60000,1.0,0.01,1.0,0.8,0.9,0.1,7.04,13.96
60000,1.0,0.01,1.0,0.8,0.786,0.01,7.01,13.99
60000,1.0,0.01,1.0,0.8,0.786,0.03,7.03,13.97
60000,1.0,0.01,1.0,0.8,0.786,0.05,6.86,14.14
60000,1.0,0.01,1.0,0.8,0.786,0.07,7.0,14.0
60000,1.0,0.01,1.0,0.8,0.786,0.1,7.02,13.98
60000,1.0,0.01,1.0,0.8,0.618,0.01,6.59,14.41
60000,1.0,0.01,1.0,0.8,0.618,0.03,6.9,14.1
60000,1.0,0.01,1.0,0.8,0.618,0.05,6.81,14.19
60000,1.0,0.01,1.0,0.8,0.618,0.07,6.94,14.06
60000,1.0,0.01,1.0,0.8,0.618,0.1,6.98,14.02
60000,1.0,0.01,1.0,0.8,0.5,0.01,6.65,34.73
60000,1.0,0.01,1.0,0.8,0.5,0.03,7.07,32.25
60000,1.0,0.01,1.0,0.8,0.5,0.05,7.19,28.1
60000,1.0,0.01,1.0,0.8,0.5,0.07,6.97,27.19
60000,1.0,0.01,1.0,0.8,0.5,0.1,7.23,25.15
60000,1.0,0.01,1.0,0.8,0.382,0.01,7.76,46.09
60000,1.0,0.01,1.0,0.8,0.382,0.03,7.44,41.47
60000,1.0,0.01,1.0,0.8,0.382,0.05,7.37,39.39
60000,1.0,0.01,1.0,0.8,0.382,0.07,7.43,31.6
60000,1.0,0.01,1.0,0.8,0.382,0.1,6.9,24.78
60000,1.0,0.01,1.0,0.8,0.2,0.01,7.86,68.66
60000,1.0,0.01,1.0,0.8,0.2,0.03,7.4,66.03
60000,1.0,0.01,1.0,0.8,0.2,0.05,7.56,58.93
60000,1.0,0.01,1.0,0.8,0.2,0.07,7.6,57.9
60000,1.0,0.01,1.0,0.8,0.2,0.1,7.67,60.16
60000,1.0,0.01,1.0,0.8,0.1,0.01,8.93,86.45
60000,1.0,0.01,1.0,0.8,0.1,0.03,8.77,85.85
60000,1.0,0.01,1.0,0.8,0.1,0.05,7.29,80.69
60000,1.0,0.01,1.0,0.8,0.1,0.07,7.18,76.77
60000,1.0,0.01,1.0,0.8,0.1,0.1,7.35,78.77
60000,1.0,0.01,1.0,0.9,0.9,0.01,6.92,14.08
60000,1.0,0.01,1.0,0.9,0.9,0.03,6.86,14.14
60000,1.0,0.01,1.0,0.9,0.9,0.05,7.02,13.98
60000,1.0,0.01,1.0,0.9,0.9,0.07,7.03,13.97
60000,1.0,0.01,1.0,0.9,0.9,0.1,6.85,14.15
60000,1.0,0.01,1.0,0.9,0.786,0.01,6.84,14.16
60000,1.0,0.01,1.0,0.9,0.786,0.03,7.04,13.96
60000,1.0,0.01,1.0,0.9,0.786,0.05,7.02,13.98
60000,1.0,0.01,1.0,0.9,0.786,0.07,6.84,14.16
60000,1.0,0.01,1.0,0.9,0.786,0.1,7.01,13.99
60000,1.0,0.01,1.0,0.9,0.618,0.01,7.0,24.81
60000,1.0,0.01,1.0,0.9,0.618,0.03,7.19,19.69
60000,1.0,0.01,1.0,0.9,0.618,0.05,6.95,14.37
60000,1.0,0.01,1.0,0.9,0.618,0.07,7.01,14.29
60000,1.0,0.01,1.0,0.9,0.618,0.1,7.02,14.25
60000,1.0,0.01,1.0,0.9,0.5,0.01,7.33,32.42
60000,1.0,0.01,1.0,0.9,0.5,0.03,6.87,16.93
60000,1.0,0.01,1.0,0.9,0.5,0.05,6.91,14.71
60000,1.0,0.01,1.0,0.9,0.5,0.07,6.93,14.36
60000,1.0,0.01,1.0,0.9,0.5,0.1,6.96,14.04
60000,1.0,0.01,1.0,0.9,0.382,0.01,7.04,58.36
60000,1.0,0.01,1.0,0.9,0.382,0.03,6.88,47.93
60000,1.0,0.01,1.0,0.9,0.382,0.05,7.02,43.94
60000,1.0,0.01,1.0,0.9,0.382,0.07,6.92,37.07
60000,1.0,0.01,1.0,0.9,0.382,0.1,7.12,27.51
60000,1.0,0.01,1.0,0.9,0.2,0.01,10.33,88.13
60000,1.0,0.01,1.0,0.9,0.2,0.03,8.57,79.91
60000,1.0,0.01,1.0,0.9,0.2,0.05,8.71,75.04
60000,1.0,0.01,1.0,0.9,0.2,0.07,8.25,70.46
60000,1.0,0.01,1.0,0.9,0.2,0.1,8.09,64.77
60000,1.0,0.01,1.0,0.9,0.1,0.01,8.65,83.15
60000,1.0,0.01,1.0,0.9,0.1,0.03,8.78,81.11
60000,1.0,0.01,1.0,0.9,0.1,0.05,8.76,81.69
60000,1.0,0.01,1.0,0.9,0.1,0.07,8.81,81.37
60000,1.0,0.01,1.0,0.9,0.1,0.1,8.87,80.91
70000,1.0,0.01,1.0,0.5,0.9,0.01,6.97,14.03
70000,1.0,0.01,1.0,0.5,0.9,0.03,7.02,13.98
70000,1.0,0.01,1.0,0.5,0.9,0.05,6.8,14.2
70000,1.0,0.01,1.0,0.5,0.9,0.07,7.03,13.97
70000,1.0,0.01,1.0,0.5,0.9,0.1,6.84,14.16
70000,1.0,0.01,1.0,0.5,0.786,0.01,6.83,14.17
70000,1.0,0.01,1.0,0.5,0.786,0.03,7.03,13.97
70000,1.0,0.01,1.0,0.5,0.786,0.05,7.01,13.99
70000,1.0,0.01,1.0,0.5,0.786,0.07,6.84,14.16
70000,1.0,0.01,1.0,0.5,0.786,0.1,7.03,13.97
70000,1.0,0.01,1.0,0.5,0.618,0.01,6.73,14.27
70000,1.0,0.01,1.0,0.5,0.618,0.03,6.94,14.06
70000,1.0,0.01,1.0,0.5,0.618,0.05,6.96,14.04
70000,1.0,0.01,1.0,0.5,0.618,0.07,6.76,14.24
70000,1.0,0.01,1.0,0.5,0.618,0.1,6.77,14.23
70000,1.0,0.01,1.0,0.5,0.5,0.01,7.78,45.47
70000,1.0,0.01,1.0,0.5,0.5,0.03,8.11,45.82
70000,1.0,0.01,1.0,0.5,0.5,0.05,7.51,36.29
70000,1.0,0.01,1.0,0.5,0.5,0.07,7.45,33.36
70000,1.0,0.01,1.0,0.5,0.5,0.1,7.29,28.96
70000,1.0,0.01,1.0,0.5,0.382,0.01,7.9,64.46
70000,1.0,0.01,1.0,0.5,0.382,0.03,7.76,55.16
70000,1.0,0.01,1.0,0.5,0.382,0.05,7.73,48.72
70000,1.0,0.01,1.0,0.5,0.382,0.07,7.51,43.24
70000,1.0,0.01,1.0,0.5,0.382,0.1,7.53,41.66
70000,1.0,0.01,1.0,0.5,0.2,0.01,6.98,72.21
70000,1.0,0.01,1.0,0.5,0.2,0.03,7.22,73.0
70000,1.0,0.01,1.0,0.5,0.2,0.05,6.23,64.78
70000,1.0,0.01,1.0,0.5,0.2,0.07,6.8,64.46
70000,1.0,0.01,1.0,0.5,0.2,0.1,6.97,63.56
70000,1.0,0.01,1.0,0.5,0.1,0.01,8.7,87.9
70000,1.0,0.01,1.0,0.5,0.1,0.03,8.57,80.93
70000,1.0,0.01,1.0,0.5,0.1,0.05,8.83,82.59
70000,1.0,0.01,1.0,0.5,0.1,0.07,8.82,81.85
70000,1.0,0.01,1.0,0.5,0.1,0.1,8.84,81.95
70000,1.0,0.01,1.0,0.6,0.9,0.01,6.77,14.23
70000,1.0,0.01,1.0,0.6,0.9,0.03,7.03,13.97
70000,1.0,0.01,1.0,0.6,0.9,0.05,6.85,14.15
70000,1.0,0.01,1.0,0.6,0.9,0.07,6.86,14.14
70000,1.0,0.01,1.0,0.6,0.9,0.1,7.04,13.96
70000,1.0,0.01,1.0,0.6,0.786,0.01,7.05,13.95
70000,1.0,0.01,1.0,0.6,0.786,0.03,6.83,14.17
70000,1.0,0.01,1.0,0.6,0.786,0.05,7.02,13.98
70000,1.0,0.01,1.0,0.6,0.786,0.07,7.01,13.99
70000,1.0,0.01,1.0,0.6,0.786,0.1,7.02,13.98
70000,1.0,0.01,1.0,0.6,0.618,0.01,7.64,28.24
70000,1.0,0.01,1.0,0.6,0.618,0.03,7.19,25.58
70000,1.0,0.01,1.0,0.6,0.618,0.05,7.2,24.68
70000,1.0,0.01,1.0,0.6,0.618,0.07,7.27,20.25
70000,1.0,0.01,1.0,0.6,0.618,0.1,6.88,16.35
70000,1.0,0.01,1.0,0.6,0.5,0.01,7.46,49.11
70000,1.0,0.01,1.0,0.6,0.5,0.03,7.21,36.62
70000,1.0,0.01,1.0,0.6,0.5,0.05,7.14,30.5
70000,1.0,0.01,1.0,0.6,0.5,0.07,7.39,29.11
70000,1.0,0.01,1.0,0.6,0.5,0.1,7.42,27.8
70000,1.0,0.01,1.0,0.6,0.382,0.01,8.97,71.42
70000,1.0,0.01,1.0,0.6,0.382,0.03,9.03,66.53
70000,1.0,0.01,1.0,0.6,0.382,0.05,8.87,65.66
70000,1.0,0.01,1.0,0.6,0.382,0.07,8.43,60.33
70000,1.0,0.01,1.0,0.6,0.382,0.1,8.26,57.45
70000,1.0,0.01,1.0,0.6,0.2,0.01,7.88,65.27
70000,1.0,0.01,1.0,0.6,0.2,0.03,8.23,65.24
70000,1.0,0.01,1.0,0.6,0.2,0.05,8.17,66.55
70000,1.0,0.01,1.0,0.6,0.2,0.07,7.81,59.82
70000,1.0,0.01,1.0,0.6,0.2,0.1,7.83,59.93
70000,1.0,0.01,1.0,0.6,0.1,0.01,8.02,85.99
70000,1.0,0.01,1.0,0.6,0.1,0.03,7.48,83.03
70000,1.0,0.01,1.0,0.6,0.1,0.05,7.46,82.98
70000,1.0,0.01,1.0,0.6,0.1,0.07,7.46,82.8
70000,1.0,0.01,1.0,0.6,0.1,0.1,7.48,82.82
70000,1.0,0.01,1.0,0.7,0.9,0.01,6.8,14.2
70000,1.0,0.01,1.0,0.7,0.9,0.03,7.01,13.99
70000,1.0,0.01,1.0,0.7,0.9,0.05,7.01,13.99
70000,1.0,0.01,1.0,0.7,0.9,0.07,6.83,14.17
70000,1.0,0.01,1.0,0.7,0.9,0.1,6.84,14.16
70000,1.0,0.01,1.0,0.7,0.786,0.01,6.84,14.16
70000,1.0,0.01,1.0,0.7,0.786,0.03,7.01,13.99
70000,1.0,0.01,1.0,0.7,0.786,0.05,7.0,14.0
70000,1.0,0.01,1.0,0.7,0.786,0.07,7.02,13.98
70000,1.0,0.01,1.0,0.7,0.786,0.1,6.83,14.17
70000,1.0,0.01,1.0,0.7,0.618,0.01,7.02,22.9
70000,1.0,0.01,1.0,0.7,0.618,0.03,7.19,20.95
70000,1.0,0.01,1.0,0.7,0.618,0.05,6.96,14.31
70000,1.0,0.01,1.0,0.7,0.618,0.07,6.82,15.0
70000,1.0,0.01,1.0,0.7,0.618,0.1,6.97,14.31
70000,1.0,0.01,1.0,0.7,0.5,0.01,7.37,35.89
70000,1.0,0.01,1.0,0.7,0.5,0.03,7.13,29.6
70000,1.0,0.01,1.0,0.7,0.5,0.05,7.22,24.83
70000,1.0,0.01,1.0,0.7,0.5,0.07,7.02,21.7
70000,1.0,0.01,1.0,0.7,0.5,0.1,6.82,16.41
70000,1.0,0.01,1.0,0.7,0.382,0.01,8.38,73.22
70000,1.0,0.01,1.0,0.7,0.382,0.03,8.3,66.43
70000,1.0,0.01,1.0,0.7,0.382,0.05,8.27,64.59
70000,1.0,0.01,1.0,0.7,0.382,0.07,7.66,52.7
70000,1.0,0.01,1.0,0.7,0.382,0.1,7.53,40.67
70000,1.0,0.01,1.0,0.7,0.2,0.01,8.11,68.63
70000,1.0,0.01,1.0,0.7,0.2,0.03,8.0,66.93
70000,1.0,0.01,1.0,0.7,0.2,0.05,6.33,54.4
70000,1.0,0.01,1.0,0.7,0.2,0.07,6.31,47.43
70000,1.0,0.01,1.0,0.7,0.2,0.1,6.9,42.64
70000,1.0,0.01,1.0,0.7,0.1,0.01,6.83,78.14
70000,1.0,0.01,1.0,0.7,0.1,0.03,6.79,76.86
70000,1.0,0.01,1.0,0.7,0.1,0.05,6.86,75.22
70000,1.0,0.01,1.0,0.7,0.1,0.07,6.96,74.27
70000,1.0,0.01,1.0,0.7,0.1,0.1,7.05,73.31
70000,1.0,0.01,1.0,0.8,0.9,0.01,6.8,14.2
70000,1.0,0.01,1.0,0.8,0.9,0.03,6.99,14.01
70000,1.0,0.01,1.0,0.8,0.9,0.05,6.77,14.23
70000,1.0,0.01,1.0,0.8,0.9,0.07,7.01,13.99
70000,1.0,0.01,1.0,0.8,0.9,0.1,6.82,14.18
70000,1.0,0.01,1.0,0.8,0.786,0.01,6.81,14.19
70000,1.0,0.01,1.0,0.8,0.786,0.03,7.01,13.99
70000,1.0,0.01,1.0,0.8,0.786,0.05,6.86,14.14
70000,1.0,0.01,1.0,0.8,0.786,0.07,6.83,14.17
70000,1.0,0.01,1.0,0.8,0.786,0.1,6.83,14.17
70000,1.0,0.01,1.0,0.8,0.618,0.01,7.2,20.54
70000,1.0,0.01,1.0,0.8,0.618,0.03,6.96,19.38
70000,1.0,0.01,1.0,0.8,0.618,0.05,6.84,15.32
70000,1.0,0.01,1.0,0.8,0.618,0.07,7.03,15.17
70000,1.0,0.01,1.0,0.8,0.618,0.1,7.0,14.55
70000,1.0,0.01,1.0,0.8,0.5,0.01,7.1,24.8
70000,1.0,0.01,1.0,0.8,0.5,0.03,7.01,19.1
70000,1.0,0.01,1.0,0.8,0.5,0.05,6.82,14.73
70000,1.0,0.01,1.0,0.8,0.5,0.07,6.88,14.12
70000,1.0,0.01,1.0,0.8,0.5,0.1,6.91,14.09
70000,1.0,0.01,1.0,0.8,0.382,0.01,7.51,58.07
70000,1.0,0.01,1.0,0.8,0.382,0.03,7.95,62.49
70000,1.0,0.01,1.0,0.8,0.382,0.05,7.81,50.32
70000,1.0,0.01,1.0,0.8,0.382,0.07,7.29,43.13
70000,1.0,0.01,1.0,0.8,0.382,0.1,7.17,38.86
70000,1.0,0.01,1.0,0.8,0.2,0.01,8.2,84.18
70000,1.0,0.01,1.0,0.8,0.2,0.03,8.14,78.62
70000,1.0,0.01,1.0,0.8,0.2,0.05,8.05,75.94
70000,1.0,0.01,1.0,0.8,0.2,0.07,8.08,73.17
70000,1.0,0.01,1.0,0.8,0.2,0.1,7.68,65.92
70000,1.0,0.01,1.0,0.8,0.1,0.01,8.21,83.87
70000,1.0,0.01,1.0,0.8,0.1,0.03,8.46,82.27
70000,1.0,0.01,1.0,0.8,0.1,0.05,8.58,77.69
70000,1.0,0.01,1.0,0.8,0.1,0.07,8.35,70.89
70000,1.0,0.01,1.0,0.8,0.1,0.1,7.43,62.69
70000,1.0,0.01,1.0,0.9,0.9,0.01,6.78,14.22
70000,1.0,0.01,1.0,0.9,0.9,0.03,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.9,0.05,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.9,0.07,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.9,0.1,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.786,0.01,6.84,14.16
70000,1.0,0.01,1.0,0.9,0.786,0.03,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.786,0.05,7.03,13.97
70000,1.0,0.01,1.0,0.9,0.786,0.07,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.786,0.1,7.02,13.98
70000,1.0,0.01,1.0,0.9,0.618,0.01,7.0,18.29
70000,1.0,0.01,1.0,0.9,0.618,0.03,6.97,14.29
70000,1.0,0.01,1.0,0.9,0.618,0.05,6.96,14.04
70000,1.0,0.01,1.0,0.9,0.618,0.07,6.81,14.19
70000,1.0,0.01,1.0,0.9,0.618,0.1,7.03,13.97
70000,1.0,0.01,1.0,0.9,0.5,0.01,7.25,30.4
70000,1.0,0.01,1.0,0.9,0.5,0.03,6.95,18.37
70000,1.0,0.01,1.0,0.9,0.5,0.05,6.69,15.17
70000,1.0,0.01,1.0,0.9,0.5,0.07,6.73,14.81
70000,1.0,0.01,1.0,0.9,0.5,0.1,7.0,14.0
70000,1.0,0.01,1.0,0.9,0.382,0.01,7.77,60.33
70000,1.0,0.01,1.0,0.9,0.382,0.03,7.45,47.53
70000,1.0,0.01,1.0,0.9,0.382,0.05,7.76,47.46
70000,1.0,0.01,1.0,0.9,0.382,0.07,7.51,41.34
70000,1.0,0.01,1.0,0.9,0.382,0.1,7.27,36.07
70000,1.0,0.01,1.0,0.9,0.2,0.01,7.8,74.63
70000,1.0,0.01,1.0,0.9,0.2,0.03,7.81,69.83
70000,1.0,0.01,1.0,0.9,0.2,0.05,7.9,65.86
70000,1.0,0.01,1.0,0.9,0.2,0.07,7.79,59.42
70000,1.0,0.01,1.0,0.9,0.2,0.1,7.58,44.26
70000,1.0,0.01,1.0,0.9,0.1,0.01,8.43,75.95
70000,1.0,0.01,1.0,0.9,0.1,0.03,7.83,69.81
70000,1.0,0.01,1.0,0.9,0.1,0.05,7.8,66.13
70000,1.0,0.01,1.0,0.9,0.1,0.07,8.2,63.11
70000,1.0,0.01,1.0,0.9,0.1,0.1,7.83,62.7
